,textID,text,selected_text,sentiment,len_text,len_selected_text
11691,c44b029558,"_19 I watched a little today! Didn`t know you were sick, you did awesome nonetheless! Hope u feel better","Didn`t know you were sick, you did awesome nonetheless! Hope u feel better",neutral,104.0,74.0
11742,deeb31fc40,Almost all are here now! Tomorrow at 8 we start! 291km`s of mud  - http://mobypicture.com/?zx33t1,Almost all are here now! Tomorrow at 8 we start! 291km`s of mud,neutral,97.0,63.0
11769,c81ae3c102,Fiona is sad because there wasn`t enought room in Megan`s suitcase for her  http://apps.facebook.com/dogbook/profile/view/5163602,Fiona is sad because there wasn`t enought room in Megan`s suitcase for her,neutral,129.0,74.0
11844,842cdedfa9," ... Thanks Okiebud!  I get the message..Sorry, the content you selected is not currently available..","Thanks Okiebud!  I get the message..Sorry, the content you selected is not currently available.",neutral,101.0,95.0
11872,f379c26ad2,_Bloggerific HA!  Nice try.  I will outright deny any accusations.  But good luck with that...,Nice try.  I will outright deny any accusations.  But good luck with that..,neutral,94.0,75.0
11873,b0ec446090, it was fine. i was still up playing inFamous. sorry to hear how things ended up again,it was fine. i was still up playing inFamous. sorry to hear,neutral,86.0,59.0
11889,f7904730f7,I hate Windows.  I miss my lovely Ubuntu   I`m such a nerd haha,I hate Windows.  I miss my lovely Ubuntu   I`m such a nerd,neutral,63.0,58.0
11903,235d69cca7,_princess69 hehehe! Barry Killer! U need a pic,hehehe! Barry Killer! U need a pic,neutral,46.0,34.0
11959,9de1831813, Per Taylor Dayne conversation.  It`s official I am now jealous of you.,It`s official I am now jealous of you,neutral,71.0,37.0
11993,1ff50e3f2f,_meow YEAH U Better BE !!,YEAH U Better BE !!,neutral,25.0,19.0
12024,7da2895744,More big hair rock for bank holiday Monday always seems fitting IMO  ? http://blip.fm/~5jfuu,More big hair rock for bank holiday Monday always seems fitting IMO,neutral,92.0,67.0
12039,170874d02b, http://tinyurl.com/d4l3oe Desktop wallpaper like the inside of a monitor,e Desktop wallpaper like the inside of a monitor,neutral,73.0,48.0
12079,58cc3e2ff7,"SPGridView is looking prettier, but I`m pretty sure my code is very ugly.","is looking prettier, but I`m pretty sure my code is very ugly.",neutral,73.0,62.0
12086,28a92363eb,"_s  Accept it, you can`t do anything, can you?","Accept it, you can`t do anything, can you?",neutral,46.0,42.0
12157,a30cb4a91b,"Note to self: Omelets are better when made with butter, not olive oil.  Also,  doesn`t like my cooking *spits in a napkin*","Omelets are better when made with butter, not olive oil.  Also,  doesn`t like my cooking *spits in a napkin*",neutral,122.0,108.0
12163,c68863089e,_tifullyTragic ... in London last night so give it a few hours & I`m sure a few will appear,in London last night so give it a few hours & I`m sure a few will appear,neutral,91.0,72.0
12176,52cc790874,_01Xx   dont leave us !!! whats up ? ****,dont leave us !!! whats up ? ****,neutral,41.0,33.0
12199,12864e516a,I dreamt someone committed suicide w a drip stand!  - http://tweet.sg,I dreamt someone committed suicide w a drip stand!,neutral,69.0,50.0
12316,1e26582e4d," You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.  x","You must be doing different poetry to me. All we get is Catullus, some Ovid and and an extract from the Aeneid.",neutral,115.0,111.0
12378,774ab03f35," I don;t know how they interact. I`m getting better with the pain, though. I want to give my poor liver a break.","I`m getting better with the pain, though. I want to give my poor liver a break.",neutral,112.0,79.0
12397,c54fafc423,"_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?     Right, sugar?","Are you coming to the wedding?  I want all of his friends to be there?     Right, sug",neutral,102.0,85.0
12435,d5fb1e0457,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.  http://apps.facebook.com/dogbook/profile/view/6891977,Chino - Gentleman Jack is pouting because Mommy is gone to dinner.,neutral,121.0,66.0
12476,d12199cfb8,"Actually I`ve been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat","holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",neutral,134.0,106.0
12482,55080b2b42," Awwwh.    Sorry!  We`ll be glad when you`re closer to us, though!",Awwwh.    Sorry!  We`ll be glad when you`re close,neutral,66.0,49.0
12511,c5aa5c0980, i didnt think the vid was hoeish i actually love it.it was so nasty  lol,i actually love it.it was so nasty  lol,neutral,73.0,39.0
12517,450bd903de,Sitting at my desk wishing things were different,wishing things were different,neutral,48.0,29.0
12565,5d80bf1e55," Is it bad that I`m sitting here watching a #Pens replay and getting excited? I think it`s the coffee, but... Who knows.",bad,neutral,120.0,3.0
12579,0a635dde0f, morning miss sarah cyrus ;) WHAT`S UP?  x,morning miss sarah cyrus ;) WHAT`S UP?,neutral,42.0,38.0
12588,8d1413e0fa,Negghead mix on the air!   http://tinyurl.com/ckdwao,Negghead mix on the air!,neutral,52.0,24.0
12615,2bf08a606a,This is a joke surely? http://prune.it/WEAt,This is a joke surely?,neutral,43.0,22.0
12638,c79e8c6f71,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,My besties. If only  was there.,neutral,121.0,31.0
12787,879f64f30d, bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin go,neutral,121.0,114.0
12809,86fb8984c4, yes indeed                                                                                               here I am again,yes indeed,neutral,121.0,10.0
12972,22a87f2ca8,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp","sI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",neutral,125.0,84.0
13031,7a67129242,_10807 I`m watching the 4th harry potter movieee,I`m watching the 4th harry potter movieee,neutral,48.0,41.0
13038,9e54f296ed,http://twitpic.com/676hz - It`s raining  so chocolate world it is !,It`s raining  so chocolate world it is !,neutral,67.0,40.0
13044,f043c14a94, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!,neutral,105.0,101.0
13051,c3ddc5712d,_eagle Why don`t you ship it to Japan?,Why don`t you ship it to Japan?,neutral,38.0,31.0
13153,db66864b40,  My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!!!,My sister and I are suppose to be meeting you today in Birmingham.    Please reschedule!,neutral,92.0,88.0
13228,d4fe653622,http://twitpic.com/4jjy9 -  This morning view from my back deck,This morning view from my back deck,neutral,63.0,35.0
13249,3e8e75fce1,http://twitpic.com/4jcxr -  i meann look at what i just found lol,i meann look at what i just found lol,neutral,65.0,37.0
13290,63446bccbb,Watching the Killers on JR. They are awesome. Too late though. They just cut the programme mid song. Twas my favourite too.,They are awesome. Too late though.,neutral,123.0,34.0
13317,5e6a8fe337," MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day. Basta text text","MISS YOU TOO! Yes, I will  I`m usually free pag after dinner. Rarely during the day",neutral,101.0,83.0
13323,da6549f668,"i want my ben and jerrys now lol, TWEET PEOPLE im bored","lol, TWEET PEOPLE im bored",neutral,55.0,26.0
13327,f0d9403402,#liesboystell buzy this week,buzy this week,neutral,28.0,14.0
13338,70c8ea0595,- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,Have a BLESSED morning.,neutral,130.0,23.0
13411,5502e089a6, ... and that includes the chota-chota stuff released by Reflexie Arcade too!,and that includes the chota-chota stuff released by Reflexie Arcade too!,neutral,77.0,72.0
13421,e3a734f16e,.. i am going to fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,fail my art final. FML. this was by far the worst semester of my life school wise- otherwise it was the best,neutral,125.0,108.0
13451,4add23d812, I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,I`m considering buying one of these. Hence the `Monk',neutral,81.0,53.0
13556,2312869bf4," Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site soon.","Hey, Maria! I`m so sorry!  I think I accidentally disconnected you.     Thank you SO much for trying. Headed to your site",neutral,128.0,121.0
13566,e8c6f175ba," oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together x)","oh thas cool  you know, I only kinda knew bouts you cuz of Ericson haha when you guys were together",neutral,103.0,99.0
13579,2c221c7be6,"It`s official, I`m finally getting grey hairs at 36  #fb","It`s official, I`m finally getting grey hairs at 36",neutral,56.0,51.0
13586,d5f15a64fc,see I told you  I`m updating my personal site with lots of goodies check them out as they come http://www.dennisgomez.com,ee I told you  I`m updating my personal site with lots of goodies check them out as they come,neutral,121.0,93.0
13646,b7704c849c,"I left a chocolate egg sitting in my office, and now it`s calling my name......................","I left a chocolate egg sitting in my office, and now it`s calling my name..",neutral,95.0,75.0
13680,18b107a0c8,#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,#Vancouver gets tough with slum landlords..ew backed up sewage,neutral,106.0,62.0
13710,737f01fd34,Dimples was in the preview... are they not on today?  It hasn`t aired here yet... via http://twib.es/CPF,Dimples was in the preview... are they not on today?  It hasn`t aired here yet..,neutral,104.0,80.0
13777,cfbb61c4de,has sent Ben off to do the weekly shop  woo! xxxxx,has sent Ben off to do the weekly shop  woo!,neutral,50.0,44.0
13868,774d03b2f9,"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve",there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve,neutral,133.0,124.0
13882,716bbb29cd,_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,neutral,97.0,93.0
13935,2b56fbd943,_Rex_513 I`m working all weekend,I`m working all weekend,neutral,32.0,23.0
13965,9d57d8f6d6, hï¿½rlich!,rlich!,neutral,11.0,6.0
14042,b7d300e8c7, hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight.,neutral,131.0,94.0
14127,e85d70f2bd,Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,Exhausted. Thank goodness,neutral,93.0,25.0
14156,c944d245f0,http://twitpic.com/4ja4b - me & raj SQUAD UP! ,me & raj SQUAD UP!,neutral,46.0,18.0
14170,ba0d457ce9," Until  brings back our EVERYONE button, you can access the public timeline at http://twitter.com/public_timeline","Until  brings back our EVERYONE button, you can access the public timeline at",neutral,113.0,77.0
14224,07b727b996,_Kill_Boy That would be really great....except im not allowed to talk to boys on the phone  long story...my fault,That would be really great....except im not allowed to talk to boys on the phone  long story...my fault,neutral,113.0,103.0
14365,88a2fee6db," hey ty for tip, wifi networking is one if my many talents  I`ll get on it when I can be bothered LOL",n I can be bothered LOL,neutral,101.0,23.0
14375,6d76ba5dcc,"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL","It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all!",neutral,138.0,130.0
14396,85621e6581, http://twitpic.com/4vw9a - lol wow I`m watching X-men: The last Stand right now too,lol wow I`m watching X-men: The last Stand right now too,neutral,84.0,56.0
14401,c04e8e49aa,On my deck... Perfect weather today! Not feeling good tho...,Perfect weather today! Not feeling good tho...,neutral,60.0,46.0
14417,5103bd9124,I cant follow any1  on FollowFriday LOL u guys follow        ,I cant follow any1  on FollowFriday LOL u guys follow,neutral,61.0,53.0
14463,436e47a4e0,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9","Is at Panera eating a bacon, egg and cheese with a coffee!",neutral,84.0,58.0
14466,6f9466f0f9,"_jodie Um, I was thrown from `s van yesterday and had to be taken to the ER","Um, I was thrown from `s van yesterday and had to be taken to the ER",neutral,75.0,68.0
14541,6bc4867f7f,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. >=( Well Good Nite World!","all Benicks fault ,i so dislike him. >=( Well Good Nite World!",neutral,104.0,62.0
14653,ee109b3e82,(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7,(bye) plurk out muna. will be back when im done reading the book,neutral,90.0,64.0
14659,98ed3426fc,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,I wanna see Drag Me To Hell  Someone take meee!,neutral,122.0,47.0
14713,da61b7cac9,says everyone was busy  http://plurk.com/p/rou4v,says everyone was busy,neutral,48.0,22.0
14725,3aee2b7ff8,_cohen I am lost. Please help me find a good home.,I am lost. Please help me find a good home.,neutral,50.0,43.0
14731,395a5c0c9b,_MJA ..I don`t know who gon do the yelling & cussing for upgrades when u go.,I don`t know who gon do the yelling & cussing for upgrades when u go.,neutral,76.0,69.0
14770,5f10e6f054,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @,neutral,71.0,67.0
14796,1eba394ab7,EXPECTO PATRONUM!!! ----- nothing happens..,nothing happens..,neutral,43.0,17.0
14826,490d822c76,"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",I`ve just now relized this is a bad thing.  And a good thing. I dont know.,neutral,136.0,74.0
14902,b1121e2efe, lol The sun is hiding hes having a lie in  hows you?,The sun is hiding hes having a lie in  hows you?,neutral,53.0,48.0
14942,25a4f035bc,_Lia Should have grabbed some on the way to work,Should have grabbed some on the way to work,neutral,48.0,43.0
14961,8fab307adc, I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes it?,I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes,neutral,118.0,113.0
14964,4300c847a9,http://bit.ly/s7hQe   Translate XMind to your language.,Translate XMind to your language.,neutral,55.0,33.0
14971,faae9fbb71, We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,We were so busy I didn`t even get to talk with you!,neutral,93.0,51.0
14974,fff17f71fe," Hey boys, do you wanna see my teeth? (**** it, twitter donï¿½t wanna change my picture)","Hey boys, do you wanna see my teeth?",neutral,88.0,36.0
14992,3fd6003d6b, did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,BUT all the good food makes me sick,neutral,103.0,35.0
15015,289722520f,im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),neutral,118.0,77.0
15026,b29ac23fe2,"_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!","my neck hurts from moving out  you massage me, i massage u?! lol!",neutral,77.0,65.0
15050,7f59b000cd,  what`s going on ?,what`s going on,neutral,19.0,15.0
15152,ab2c0d3294,@__emilyy you guys are the bomb haha,you guys are the bomb haha,neutral,36.0,26.0
15167,999d9eb8aa, http://twitpic.com/66y00 - Niceee  Hey i never get stickersss,Niceee  Hey i never get stickersss,neutral,62.0,34.0
15203,d81e3618bd, I know.     #hhrs,I know.     #h,neutral,18.0,14.0
15365,23094aded9,Well poop.  Looks like the office doesn`t have the keys.  I don`t have the keys.  Neighbors don`t have the keys.   Bike rides from now on.,Well poop.  Looks like the office doesn`t have the keys.  I don`t have the keys.  Neighbors don`t have the keys.   Bike rides from now,neutral,138.0,134.0
15382,3ef1ed0d70,http://bit.ly/137cTy How about some Celtic up in our lives?,How about some Celtic up in our lives?,neutral,59.0,38.0
15383,6cbd2be7e2,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!!!!!!!,Can`t wait 2 hand in work tomorrow then im practically finished for the year  yay!,neutral,88.0,82.0
15417,b7d7339670,Fever of 103. Awesome. My tonsils are so swollen I can`t even eat solid food. Still on location  the pictures rule though,Awesome. My tonsils are so swollen I can`t even eat solid food. Still on location  the pictures rule though,neutral,121.0,107.0
15447,03e3bc0774,Go to school :/ Reviens ï¿½ 15h30,Go to school :/,neutral,33.0,15.0
15465,9529758063,'I will stumble.. I will fall down... But I will not be moved  ',I will stumble.. I will fall down... But I will not be moved,neutral,64.0,60.0
15481,e77f1f235b,says Morning.  http://plurk.com/p/x34ap,says Morning.,neutral,39.0,13.0
15489,e6a8675ba5,_WOCKEEZ i wish i can go. But i`m not in US,i wish i can go. But i`m not in US,neutral,43.0,34.0
15567,d55d1de4e0, I want a copy to read! I can`t find it at my little library.  #bea09,I want a copy to read! I can`t find it at my little library.,neutral,69.0,60.0
15591,67d08add4f,_Union don`t let anyone run you away from anything,don`t let anyone run you away from anything,neutral,50.0,43.0
15592,b683f272a7,sky diving was aaaaaawwwesome!!!! kinda bored now though,aaaaaawwwesome!!!! kinda bored now though,neutral,56.0,41.0
15633,7af2c970ab,"_L_S How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though","How was the game? Unfortunately, teh Cavs lost  I`m sure you had fun though",neutral,80.0,75.0
15651,bdf5a8fe4c," eh, you`re a really nice girl   How are you? miss youuuuuuu",ly nice girl   How are you? miss youuuuuu,neutral,60.0,41.0
15654,10696c8559,_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,sorry but so happy,neutral,110.0,18.0
15659,f98db090f7,This is a status update to twitter from ICE  Timestamp: Sun May 10 10:57:44 CEST 2009,This is a status update to twitter from ICE  Timestamp:,neutral,85.0,55.0
15697,56b9a05715,oh the memories  ? http://blip.fm/~5yxd4,oh the memories  ?,neutral,40.0,18.0
15758,cb4930bc8a,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social,neutral,125.0,120.0
15827,a026973b94,  yes my dear    V,yes my dear,neutral,18.0,11.0
15922,366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?","re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",neutral,94.0,88.0
15926,73fb731c75," oh, left off the  smiley face so you knew I was kidding.",w I was kidding.,neutral,57.0,16.0
15979,6c8544613a,Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I`ll be around,neutral,104.0,79.0
15983,1206faee1b, prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths :|,prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths,neutral,88.0,84.0
16007,806f3b3df4, Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend,I can officially now survive the weekend,neutral,116.0,40.0
16009,eadfbc1b72,_bexi I totally and completely agree,I totally and completely agree,neutral,36.0,30.0
16041,3d07aaa737, I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,I`m going to turn it off. We Tribbles don`t need tracking devices!,neutral,77.0,66.0
16044,d5e3295cad, say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),say Hi Nikki pleaseeeeee.,neutral,89.0,25.0
16119,09839c33f5, The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,depressing of course! (KIDDING!) I don`t like the thought of my parents dying,neutral,117.0,77.0
16212,b966ee83d5,"the day after.... I`m not sick but a little tierd...a bit to much to drink, but I had fun!","I`m not sick but a little tierd...a bit to much to drink, but I had fun!",neutral,90.0,72.0
16214,4dcf30f88a,_harris  There were way more than two! Ten hours of real-ale takes it out of you,There were way more than two! Ten hours of real-ale takes it out of you,neutral,80.0,71.0
16217,0b704e3a6e,Hey cool: http://oproer.com/twwwitter/,Hey cool:,neutral,38.0,9.0
16234,aac25880dd," http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain","temporary address not working either, m8. They must have done something to the domain",neutral,116.0,85.0
16259,9b2f1deeaa, My pleasure and sorry to hear about the pollen thing,My pleasure and sorry,neutral,53.0,21.0
16275,8483438c0d,"_Jamie How are ya, honey? What happend to  account  ?","How are ya, honey? What happend to  account",neutral,53.0,43.0
16325,60c700093b, still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,. Not too concerned abt apps. Batt life is important,neutral,123.0,52.0
16327,26cc370a41,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hardd!!!!!!!,Oops forgot to shave my legs!  Byebye to my favorite cousin   Bklyn two nights in a row... We go hard,neutral,109.0,101.0
16332,2e0feae993,_gurl_cece what up?,what up?,neutral,19.0,8.0
16336,d95ff811cd, Flirting! Ima good man with bad habits.,Ima good man with bad habits.,neutral,40.0,29.0
16345,980c7d489b,"Boingo connected without fuss this time, but it`s slower`n snail piss...    (MDW, Food Count between Concourses A and B)","Boingo connected without fuss this time, but it`s slower`n snail piss..",neutral,120.0,71.0
16356,866c9a8272, the lost cost is a total plus.  Nutella is like peanut butter mixed with chocolatey goodness. yumm. ^^,the lost cost is a total plus.  Nutella is like peanut butter mixed with chocolatey goodness. yumm.,neutral,103.0,99.0
16357,18187b9824,   I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,I`ve always been a ppl person just hid behind bad self confidence for 2 long  u can do anything,neutral,99.0,95.0
16388,0c493b7549,http://twitpic.com/4wegx -  Lol.. sorry. Too **** funny!,sorry. Too **** funny!,neutral,56.0,22.0
16395,b037d88365,"_Bones Four capital letters. Aye boy, same as that. I heart Justice.","Aye boy, same as that. I heart Justice.",neutral,68.0,39.0
16408,923f8c1b23,"LOVED AP Tour in Columbus, OH last night! I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!",I`m still exhausted! Goin to bed now so sweet dreams!! gnight!!,neutral,105.0,63.0
16423,02d8181035,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u kath,neutral,122.0,117.0
16427,67a620edc9,_assassin  sucks about your cat... hope you guys feel better,sucks about your cat... hope you guys feel better,neutral,60.0,49.0
16446,3f3f721e62, http://www.thinkgeek.com/books/nonfiction/b322/ <-- Get me one of those and maybe next time,Get me one of those and maybe next time,neutral,92.0,39.0
16450,1c245fd3dd,PeeWee is napping on the couch.  http://apps.facebook.com/dogbook/profile/view/5608012,PeeWee is napping on the couch.,neutral,86.0,31.0
16510,1307cc3ab9,Ok so I did shed a few tears watching the preview for next weeks Medium. I`m so scared. I`m so addicted to this show. I love it,. I`m so scared. I`m so addicted to this show. I love it,neutral,127.0,56.0
16515,fb647d7593, haha I fail  just remember sohcahtoa xD,haha I fail,neutral,40.0,11.0
16600,f3e2413b15, yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/,yeeeeah . . . and it was in into too  seen Empire top 100 computer games?,neutral,120.0,73.0
16639,181f7433bb,Ed is off to Cornwall with school for a week confused   +,Ed is off to Cornwall with school for a week confused,neutral,57.0,53.0
16665,abc732bed8,_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.,We are soooo sorry   We love kittie,neutral,92.0,35.0
16717,b58a92fe10,      get lit  I am  http://bit.ly/OASQR,get lit  I am  http://bit.ly/,neutral,40.0,29.0
16770,2fc9753d4b,"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",Hopefully! Vacations suck!,neutral,80.0,26.0
16814,c9e8d1ef1c,says good (or should i say bad?) afternoon!  http://plurk.com/p/wxpdj,says good (or should i say bad?) afternoon!,neutral,69.0,43.0
16835,8fd3eeca66,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?aff_id=7891,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less,neutral,126.0,87.0
16847,62020f688c,"Academy Rector with tons of tutors looks like the way to go, since all the good Trix draw engines and mana accel is gone.",since all the good Trix draw engines and mana accel is gone.,neutral,121.0,60.0
16850,ab2ff47163, of course it is   http://is.gd/kqSK,of course it is,neutral,36.0,15.0
16852,10157a4b9f," yeah i think it just depends on what you`re doing with it, but at least im getting it for free  ill miss my sk though",but at least im getting it for free  ill miss my sk though,neutral,118.0,58.0
16987,00e8a1fe4e,_Kartz I`ve been studying for a year now  And 5 years in school...,I`ve been studying for a year now  And 5 years in school...,neutral,66.0,59.0
17010,c21c444fa4, aww I don`t want u to suffer  it`s just Midol isn`t working for me. Grrrrr I hate that stuff. But I love you tho.,r I hate that stuff. But I love you tho.,neutral,114.0,40.0
17018,72aa630b62,_radio i`m too awake now  ill have a nap this afternoon,i`m too awake now  ill have a nap this afternoon,neutral,55.0,48.0
17084,90de57062c,_deadgirl :hard stare:,hard stare:,neutral,22.0,11.0
17116,6fc00bea3d, why would you want a clone? Unboxed a new 24' iMac last night and it`s beautiful! Too bad it`s not mine,it`s beautiful! Too bad it`s not mine,neutral,104.0,37.0
17146,182cbabf99,Jammin To Capital In My Garden  ****,Jammin To Capital In My Garden,neutral,36.0,30.0
17204,c06c7c3adf, How about give golf lessons?? AND sing to your student taking lessons??    (JAKEOWEN2009 live > http://ustre.am/2S1Y),How about give golf lessons?? AND sing to your student taking lessons??,neutral,118.0,71.0
17249,fa80486618,and now! ITS #starwarsday!!!! To celebrate i should watch some star wars  - Richard,and now! ITS #starwarsday!!!! To celebrate i should watch some star wars,neutral,83.0,72.0
17271,40d56767e6,update!  island flowers - large pouch http://tinyurl.com/qnh5oy,update!  island flowers - large pouch,neutral,63.0,37.0
17299,83ea91fe2c,says ...tomorrow is another day...  http://plurk.com/p/x1pxh,says ...tomorrow is another day...,neutral,60.0,34.0
17308,2d2c1adca0, um...how long has it been since you slept?? startin to worry over here.. well i hope you are having fun... lots of love to you,startin to worry over here.. well i hope you are having fun... lots of love to you,neutral,127.0,82.0
17316,327da328ac,_teamgreen Marriage course is not running on either of the bank holidays in May. Back and running next week,Marriage course is not running on either of the bank holidays in May. Back and running next week,neutral,107.0,96.0
17332,e0f9fc8d42,http://twitpic.com/4wppn - This is how wild at down and derby... TRNDS3TRS,This is how wild at down and derby... TRNDS3TRS,neutral,74.0,47.0
17339,02fef838dd,_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????,_nobel,neutral,56.0,6.0
17378,5dd285d847,_Online When will the maintanance end? I would like to backup some stuff.,When will the maintanance end? I would like to backup some stuff.,neutral,73.0,65.0
17416,dab908cd60,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  http://mypict.me/1Zu9,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...,neutral,120.0,97.0
17417,ffaccf8278,"   So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhone","So,  just pointed out to me that she has not been able to be involved in this convo for lack an iPhon",neutral,105.0,101.0
17524,b4f4f3c12b,listening to revenge by kiss to get inspiration... i don`t think kristie is really digging it though,listening to revenge by kiss to get inspiration...,neutral,100.0,50.0
17598,965c648e73,"Although Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it","Wolverine wasn`t a great movie, I don`t think it was as bad as everyone is saying...& at least Taylor Kitsch was in it",neutral,127.0,118.0
17613,66340e4f32, Thanxx for following me,Thanxx,neutral,24.0,6.0
17636,7765613f7c,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment. Wtf am I supposed to do?,Excited! Double Bio today.   I don`t have a straightener and my hair looks horrendous at the moment,neutral,125.0,99.0
17653,d94ab95b96,Listening to We Are Dead Ocean by . I actually listened twice in a row because it`s so short and pleasing,because it`s so short and pleasing,neutral,105.0,34.0
17666,5eff927ac5,That mango shake made ALL the difference.  - http://tweet.sg,That mango shake made ALL the difference.,neutral,60.0,41.0
