,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
13623,2a69c2fa17, My ex-colleagues from Shaanxi kept boasting of their native noodles. So I`m REALLY curious about Shaanxi food.,I`m REALLY curious,positive, curious,0.3333333333333333
13631,f9aebaf2e9,i wish my drems could come true,i wish my drems could come true,positive, i wish,0.2857142857142857
13635,2b0c8970e5, Thanks!  I am doing good... Did you read any of my blog posts?,Thanks!  I am doing good,positive, thanks!,0.2
13643,e9a6eeeb89,_nicole http://twitpic.com/4t6qx - i have the exact same pic except it`s my hubby & my chihuahua tucker   very cute.,y cute,positive, very cute.,0.0
13644,7dde7c1aa5,"_sko next time just go online and show the club owner an ean golden video, hahaha...  (i am fan, did i mention that?! )","fan,",positive," (i am fan,",0.3333333333333333
13655,8283f525c5, ah . thanks .. appreciate it,ah . thanks .. appreciate it,positive, thanks,0.16666666666666666
13656,dd534239a5,"We just crossed into the golden state, its nice being home","We just crossed into the golden state, its nice being home",positive, nice,0.09090909090909091
13657,ef86c05037, peace & quiet.  Enjoy it while it lasts!,peace & quiet.  Enjoy it while it lasts!,positive, enjoy,0.14285714285714285
13662,e7659fc837," I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",I love,positive," love,",0.0
13670,5417ed0ea5,_buns awesome! thank you,awesome!,positive, awesome! thank you,0.3333333333333333
13675,48033cb072,happy mothers day to all those special moms out there.... i luv u mommy!!,happy mothers day,positive, happy mothers day to all those special moms out there.... i luv u mommy!!,0.21428571428571427
13688,20bf40e9ad,http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,right direction,positive,healthyliving update. weight this morning 82.1kg (12st 12lbs) going in right direction,0.16666666666666666
13689,eea5fada1c," They actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",standard,positive," they actually use standard speaker wire between them too, with standard terminals, so no soldering involved or anything.",0.058823529411764705
13699,23e8533b42,"It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.","It`s so awesome to know that there are people who think I have what it takes to make it in Nashville, and who offer to help if I want it.",positive, it`s so awesome,0.12
13704,8e5e2cc4ca,   god peppermint mochas frappachinos are amazing...  and addicting,god peppermint mochas frappachinos are amazing...  and addicti,positive, amazing...,0.125
13707,6687098e68,Good morning guys!  Dont forget: Today is mothers day! Mommy? I LOVE YOU ! Youï¿½re the best <3,? I LOVE YOU,positive, good,0.0
13712,01aedbc80b, All the best with the Cup Final today. Have fun,All the best with the Cup Final today. Have fun,positive, have fun,0.2222222222222222
13721,9f5fc8fa15,R-T  30 Cool Things For Successful Entrepreneurs To Do - http://bit.ly/8w7iQ - Please Share,Cool Things For Successful Entrepreneurs To Do,positive, cool,0.14285714285714285
13728,c7b78c1b26,"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",<33333333333,positive," btw , , , and , i ordered some of yer merch yesterday.!",0.0
13733,23bd2618df, girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,I had an absolutly GREAT day with a few stressors.,positive, great,0.1
13737,1a41c7fa70, yep trying to beat the cold winter. Morning swim is always refreshing~ good start of day,always refreshing~,positive, good,0.0
13743,d121f4d4f6,is feeling very happy despite the amount of work that i need to do today!!! Happy times,is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive, happy,0.0625
13752,d2679b98ab,is chilling at home,is chilling at home,positive, chilling,0.25
13762,76766fd7f8, Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,) Luvv Youu,positive, luvv,0.3333333333333333
13766,8783d1b3dd, pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,pleaseeeee .. it was the only thing I wanted for my birthdayyyy!  please say happy birthday to me!,positive, pleaseeeee,0.05555555555555555
13782,7d64708739,"Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.","Um. Why can`t I write **** tonight? I like ****. I want to write ****. Yet, nothing. No ****.",positive, i like,0.14285714285714285
13784,70a09e0f63, you mum sounds so humble ! what a sweet thing to ask for,humble,positive, you mum sounds so humble ! what a sweet,0.1111111111111111
13787,725fb92868,i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,awesome,positive, he was awesome,0.3333333333333333
13790,7ed0815858," yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",teased up,positive, btw,0.0
13791,fc34a621fe,The Eagles make saturday nights so much better.,The Eagles make saturday nights so much better.,positive, better.,0.125
13793,c0082eb0d8,Inspite of the spams.. I can`t stop losing this twittergadget. I love twitting from Gmail,I love twitting from Gmail,positive, love,0.2
13796,6d630ebbcb,Happy mother`s day everyone!,Happy mother`s day ev,positive, happy,0.25
13800,5388170d6c,"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",better,positive, better and better...,0.3333333333333333
13803,8b4a1efb7e,forgot she had a Twitter account.    Happy Mother`s Day!,Happ,positive, happy mother`s day!,0.0
13804,2c1fa225e0,"Yay, a live demo of Rhodes. Loving this more and more  #euruko",Loving this more and more,positive, loving,0.25
13812,76ac7da001,_marie Stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,you`ll be alright,positive, alright,0.3333333333333333
13816,b97d1299b8, Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,Hi  Im Better... Drinking Hot Tea With honey ^^ ... Thanks... Take Care Plis,positive, thanks...,0.07142857142857142
13818,efa22c73f9, ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,positive, good luck,0.1111111111111111
13828,2f7e6b1574,"Getting some DMs asking where I fell off to the past few days  I was sick, but am all better now. I appreciate the concern! Game On!",I appreciate the concern! Game On!,positive, i appreciate,0.3333333333333333
13831,0262432e16,"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",happy mothers day,positive, happy,0.3333333333333333
13844,249ef8156a,Mothers day isnt until the 31th here in sweden.But thnx for the pm`s,But thnx for the pm`s,positive, thnx,0.2
13848,a27cfe7e3d,"  I was seeing only one side of it, but it looked interesting.  And deep.",d interesting,positive, interesting.,0.0
13849,e4740a831d, Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,That would be the coolest thing ever!,positive, coolest,0.14285714285714285
13869,5a7474ff9d, Hi there! Nice to meet you,Nice,positive, nice to meet you,0.25
13874,55d5d14082, thanks for the link love yesterday by the way,thanks for the link love yesterday by the way,positive, thanks,0.125
13879,773ae618f3, thank you for the link! it explains a lot! and I`m glad you`re feeling good! I`ve a friend coming tomorrow. will be fun!,glad,positive, thank you for the link! it explains a lot! and i`m glad you`re feeling good! i`ve a friend coming tomorrow. will be fun!,0.045454545454545456
13880,44f3136cec,Can`t believe how gorgeous the weather has been today & I`ve had to spend it at work!,Can`t believe how gorgeous the weather has been today,positive, gorgeous,0.1111111111111111
13883,2dde2785c7, In Toronto  waiting for YOU!!! 48 days to go!,In Toronto  waiting for YOU!!! 48 days to go!,positive, waiting for you!!!,0.3333333333333333
13886,ff29b26f71,Just five more days. Five more long days. Ahh!,Five more long days. Ahh!,positive, ahh!,0.2
13887,b4c0bf1bbd,"happy mother`s day to all the mama`s out there, be greatful and appreciate your mama",happy mother`s day,positive, happy,0.3333333333333333
13907,c573f1463f,Night Night Everyone.    HAPPY MOTHERS DAY to all mothers,HAPP,positive, happy mothers day to all mothers,0.0
13921,33b4f870e8, dont ya know? people love the human society,people love the human society,positive, love,0.2
13925,8e1e8f03b2,"Sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff I said tonight!! Ready for bed? I think so",laughing at all the dumb stuff I,positive, laughing,0.14285714285714285
13926,e4a6ff8066, No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,Thanks for the tip,positive, thanks,0.25
13928,b759269005,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.","I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he`s not fake.",positive, i am sooooo happy!,0.25
13936,8500d7188b,: love the song 'together'. that`s 'his' song for me...well i think it`s still is,love the song 't,positive, love,0.25
13937,2f0f9e35e5,BOOK NOW & SAVE:SUMMER 2009 * THE AMAZONES VILLAGE SUITES****-CRETE-GREECE! THE BEST PLACE TO BE!,BEST PLACE TO BE!,positive, best,0.25
13942,ae04977b87,i love mandy moore so much  and also angela,i love mandy moore so much  and also angela,positive, i love,0.2222222222222222
13945,f7428284f1,being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,good,positive, good job-applying frame of mind,0.2
13946,6053627f36,May the Forth be with you... ha yes... Today is my birthday  Star Wars day... Aren`t i lucky you star wars Fans?,May the Forth be with you... ha yes... Today is my birthday  Star Wars day.,positive, lucky,0.0
13963,1610be644a,It figures. It starts raining as I am freed from work,freed,positive, it figures. it starts raining as i am freed,0.125
13966,4b5ff9995f,Mondays aren`t so bad when they are this sunny  #fb,aren`t so bad,positive, mondays aren`t so bad when they are this sunny,0.3333333333333333
13967,a72ac13cb0,Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,Well this is just lovely.  I am completely flattened by a back injury.,positive, lovely.,0.07692307692307693
13974,1622fffebd,"_aureole Oh my gosh, so cute!!!",cute!!,positive, cute!!!,0.0
13975,16273d9b87,Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,AWESOME ti,positive, i had an awesome,0.2
13980,1b5dbd4bff,out enjoying the weather before i have to go to work.. last shift with ,out enjoying the weather be,positive, enjoying,0.2
13986,8e13f7c528," I`d love to, but i`m all the way in India.",love,positive," i`d love to,",0.3333333333333333
13997,ad87930178,Happy mother`s day and to the god mother`s and step mother`s too....,Happy mother`s day and to the god mother`s and step mother`s too....,positive, happy,0.1111111111111111
14014,ab012b3cce, wow I love it !!! thanks,love,positive, wow i love it !!! thanks,0.16666666666666666
14027,0556dbe899,Just passed a wrecked car  hoping everyone got out OK. Finally picking up speed. Should have been in B`mpre by now.,hoping,positive, just passed a wrecked car hoping everyone got out ok.,0.1
14033,122461c21a," Oh good, this thing is viral now","Oh good, this thing is viral now",positive," oh good,",0.2857142857142857
14055,04de6891f1, happy birthday month!! I only get a day but you deserve the whole month,happy birthday month!! I only get a day but you deserve the whole month,positive, happy,0.07142857142857142
14057,c05ea7e99d, ahahahaha you love Twilight don`t liee!!!  and we all know I love Robert Pattinson!!,w I love Robert Pattinson!!,positive, love,0.2
14060,84f3c65187,"Well, I`m here, good morning/brunch-ish I took my exam, think I did good",good morning/b,positive," good morning/brunch-ish i took my exam, think i did good",0.1111111111111111
14071,b5869b57ee, Aw thank you. I suppose it`s a good thing since it means more tweeting.,Aw thank you.,positive, good,0.0
14079,d80df71119, yay! you should do it. just think about the animals and it`s not as hard,yay! you should do it. just think about the animals and it`s not as hard,positive, yay!,0.06666666666666667
14083,2ca2b275ba, anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,sweet,positive, good music...all is sweet,0.25
14092,71494b0733," ooh a storm, that`s always welcome news  Happy Mothers Day!",Happy,positive, welcome news happy mothers day!,0.2
14093,293f49f121," wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",wow. have a safe trip back home,positive, safe,0.14285714285714285
14100,50e701088d,Love my mommy happy mothers day,Love,positive, love my mommy,0.3333333333333333
14102,133d834d4a,waiting for the last video to be rendered. while watching episode 11,rendered.,positive, waiting for the last video to be rendered.,0.125
14121,7b50668220,Happy Mother`s Day Mama bear,Happy Mother`s Day,positive, happy,0.3333333333333333
14129,baa4c5ad2b,Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain,wish,positive, i really wish,0.3333333333333333
14130,4003fda78b, well she likes it so i call it a SUCCESS,she likes it,positive, likes it so i call it a success,0.25
14137,1d50edc9d2,"Happy Mother`s day! Going to cook something, thank goodness there`s tablespotting",Happy Mother`s day!,positive, happy,0.3333333333333333
14142,88ab001449," so wednesday my mom is making a huge special dinner & whatnot to celebrate the new single, just so ya knoww",special,positive, celebrate,0.0
14144,9c4cd1e436, Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive, aww...thanks! he`s the best,0.21052631578947367
14149,e40084190d,Nice and clean now,Nice and clean now,positive, nice,0.25
14152,ad934e65f0,I think I might like Twiterfon better than Tweetie now. Recent upgrades from Twiterfon have been great! None from Tweetie,great!,positive, like twiterfon better than tweetie now. recent upgrades from twiterfon have been great!,0.08333333333333333
14157,b16c0abfab," yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",love,positive," love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",0.05
14172,c155efab1b,   Hey Honey  Bunny here  big bunny hugs,unny,positive, big bunny hugs,0.0
14175,84a35b5bea,I`m not sure why walking around in barnes and noble comforts me so much. O well now I`m off to work,I`m not sure why walking around in barnes and noble comforts me so much.,positive, noble comforts,0.14285714285714285
14176,2ce7dc985c, blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!,e haha,positive, just kidding dude i`ve never had anyone offer up their stem cells before haha!,0.0
14181,4e2b8aa814,HAPPY MOTHER`S DAY to all of the wonderful women out there.  Have a great and relaxful day.,wonderful women,positive, happy,0.0
14184,56382a16f4,I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t... http://tinyurl.com/magcwo,I have just been to see the Jonas Brothers 3D movie with   was funny NO ONE else was there  hahah can`t..,positive, funny,0.05
14186,d54439bba7,good night! im off to sleeep!!!! 5 am  good mornining! xD,5 am  good mornining!,positive, good,0.25
14202,06f4f6fe96," they were lushh wernt they, i managed to keep up to lol aww they were amazing  ****",amazing,positive, aww they were amazing,0.25
14213,03c0300941,  i like yours too   i enjoy your photography. =],i enj,positive, i like yours too i enjoy,0.16666666666666666
14246,ebda3686bc,i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,i like this Dr. Seuss quote - ï¿½You know you`re in love when you can`t fall asleep because reality is finally better than your dreams.' -,positive, i like,0.08
14251,d64075cf8e,"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",trending,positive, lots of people on board for it...,0.0
14256,c842335349,had an amazing night with the girls,had an amazing night with the girls,positive, amazing,0.14285714285714285
14271,9a34591d8a,Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,Such a good mama.,positive, good,0.25
14281,912dc5e9cf,Rain makes for a good study day  almost done!!,good study day,positive, good,0.3333333333333333
14288,5ef029b362,"this song called stolen, it soooo amazing!! it by Dashboard Confessional",it soooo amazing!!,positive, amazing!!,0.3333333333333333
14300,ebdd8fcbda,_yeah - I know the feeling... Good morning mate!,Good morning mate!,positive, good,0.3333333333333333
14303,af55e20cfd,Goin to bed... Finally. So sleepy! *Happy mothers day!*,Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive,happy,0.0
14307,1ca884fc2c,C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,better..,positive, great show...,0.0
14312,3b18761a3a,just got home from church. The Service was good,The Service was good,positive, good,0.25
14330,e6bb7b3a91, Hi Sharon Missed you on our x factor last year!!  Come Back!! x,Come Back!!,positive, hi sharon missed you on our x factor last year!! come back!!,0.16666666666666666
14338,98cb6e168f,Last night went really well. Got some cracking shots,well.,positive, last night went really well.,0.2
14342,cf9184c380,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",ROCKED,positive, rocked the house!,0.3333333333333333
14354,c24a9e44d1, Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,Haha!,positive, i remember that well.,0.0
14356,89d994dc9f,Happy Mother`s Day  http://bit.ly/LRSnG,Happy Mother`s Day,positive, happy,0.3333333333333333
14378,592be1cc63," wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",Nice fusion idea,positive, nice,0.3333333333333333
14379,e92a3495d6,just done planting the garden...hope sun will shine soon!,just done planting the garden...hope sun will shine soon!,positive,hope,0.0
14386,63cab552b5, hahaha. do it  you`ll have a blast.,l have a blast.,positive, blast.,0.25
14389,dbe877416c, night Diana and if you travel soon take care,night Diana and if you travel soon take care,positive, take care,0.2222222222222222
14390,3bed8a8f3a, whatsoever do you mean by `how I get down` lol I`m always sober,sober,positive, i`m always sober,0.3333333333333333
14394,b1c3543a34,  hope u feel better sweetie,hope u feel better sweetie,positive, hope,0.2
14400,51182bc42f,nice hair and nowhere to go,nice hair an,positive, nice,0.3333333333333333
14404,a4ba8cc407,_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,good!!,positive, looks so good!!,0.3333333333333333
14406,ff41981fe4, Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,Thanks,positive, thanks for the follow. i`m loving,0.16666666666666666
14410,74a59b5b92," wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez","wow, great to know",positive, great,0.25
14428,23b8ac0826, ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,thank,positive, i just like,0.0
14429,d1f2b0c2a1,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",fun.,positive, it should be fun.,0.25
14430,5670a0857e, you`re so lucky. we have 6 weeks until summer,lucky.,positive, you`re so lucky.,0.3333333333333333
14431,1d44fe87e3," have a great time in the Hamptons. Hope it`s for some relaxation, not for work","have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive, great,0.07142857142857142
14439,85a7f783e2,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,believes,positive, creativity,0.0
14450,4fdd2fa268, He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,He`s a good lad,positive, good,0.25
14475,c8bbba1ccc, You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,thanks,positive, you`re welcome and thanks,0.25
14480,5a45a070ed,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive, glad,0.058823529411764705
14481,d64016978b,had a nice brunch by the bay.. Thank God for Mommies!,Thank God for Mommies!,positive, nice,0.0
14491,54c7bed2cb,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,lucky,positive, happy,0.0
14499,11370b4eed,its my birthday.....happy birthday to me!!!!,happy birthday to me!!!!,positive,happy,0.25
14500,297cfb8e0f, i wish i was outside,i wish i was outside,positive, wish,0.25
14509,e458cd897d," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",a I`m so glad,positive, glad,0.25
14520,68c47d8b78, EPIC moment! hahahha i swear.. i really wanna see it,EPIC moment! hahahha i swear.. i really wanna see it,positive, epic moment!,0.2222222222222222
14532,92f4b8009c,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,as pretty sweet.,positive, sweet.,0.3333333333333333
14539,e2ce9941e2,he`s pretty cute.,cute.,positive, he`s pretty cute.,0.3333333333333333
14553,1d03479463, i know  mark is still one of my favorite boys ever. So nice and adorable.,i know  mark is still one of my favorite boys ever. So nice and adorable.,positive, so nice and adorable.,0.26666666666666666
14569,15d33ac8f1,just watched JONAS. It was funny.,It was funny.,positive, funny.,0.3333333333333333
14571,7abcaab000, I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,k. Happ,positive, happy early birthday!,0.0
14574,a0bdaf822a,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,Happy Birthday tooo meeee...,positive, happy,0.25
14575,498e25540b,wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,gorgeous,positive, gorgeous ppl *hadthebestdayever*,0.3333333333333333
14577,c2f0b7e86d,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,That movie is gonna be hilarious.,positive, hilarious.,0.16666666666666666
14595,1484dd2416,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,delicious! such a gorgeous day,positive, delicious!,0.2
14596,89e401fb16," That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",s pretty awesome,positive, awesome,0.3333333333333333
14598,7ee4a176dc, http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,Looks Yummy.,positive, looks yummy...,0.3333333333333333
14599,040d1d9dcb,"Gonna WoW for a bit. Later, Twitter <3",Twitter <3,positive, gonna wow,0.0
14605,32182de8e8,_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,Thank,positive, thank u for the reassurance! i love u.,0.125
14611,ae2f20ed25,"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",s so awes,positive," awesome,",0.0
14617,270b2453f1, hahahahahahahahahahahahaha  that could be interesting,hahahahahahahahahahahahaha  that could be interesting,positive, interesting,0.2
14619,ddc3017ca5,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?","WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",positive, better,0.043478260869565216
14627,2a58b18b4d,_Mel thanks that was nice of u and I appreciate u,appreciate,positive, thanks,0.0
14636,20fb0dce38,My friends are awesome!   -- and the non Twitter ones here right now too!!,My friends are awesome!,positive, awesome!,0.25
14641,635dfca954,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,Amazing,positive, is stoked for spring! amazing wild foods!,0.14285714285714285
14646,7817bf60f5, loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,loll,positive, finallly done talking to me and has left me alone,0.0
14660,000a596b74,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,Cheese Cake for my chweet mummy ! muaxxx,positive, muaxxx,0.125
14675,42d6ab8f4d,is having a quiet mothers day evening... happy mothers day to all the yummy mummies,happy mothers day,positive, happy,0.3333333333333333
14676,cbf87fcd46,@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,loves fr,positive, so cute,0.0
14689,16de5eb45f, thanks.. that was quick..,thanks.,positive, thanks..,0.0
14701,15fa1bb24d, good to know PLN`s Earthday doesn`t only happen in my neck of the woods,good to know,positive, good,0.3333333333333333
14716,ed88ba0589," hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",love,positive," happy mom`s day to your mom. i love that your entire family is adding me on fb! i love `em, very sweet!",0.05263157894736842
14730,07fbfa335e,Happy Star Wars Day everyone! May the 4th be with you,Happy Star Wars Day everyone! May the 4th be with you,positive, happy,0.09090909090909091
14732,a37594b015,finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,glorious mood,positive, looking forward to being in a glorious,0.125
14734,098edab5a5,"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",wonderful,positive, best snl episode i`ve seen in a hot minute. justin is wonderful,0.08333333333333333
14762,0752d2ae7b,"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",loves the new Mother`s Day,positive, loves,0.2
14764,2315484618,"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3","May the force, be with you",positive," star wars day? i didn`t know there was a such thing may the force, be with you",0.35294117647058826
14769,ff8d86d5b8," HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though","HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive, love it!!!,0.15384615384615385
14775,f32cda6b13,@ Nickchien _ i am happy to break my twitter virginity with you two.,happy,positive, i am happy,0.3333333333333333
14813,508435b32d, thanks will try to behave,thanks will try to behave,positive, thanks,0.2
14817,02f0c7077c,Happy Mother`s Day! I love my mommy,Happy,positive, happy mother`s day!,0.3333333333333333
14822,cc4c1ddb8b,"to  and , thanks for following me.","to  and , thanks for following me.",positive, thanks,0.14285714285714285
14830,a6248bd052, wish you were sluttin it up w me  waaaaaaaaahhhh!!!,wish,positive, wish you were sluttin it up w me waaaaaaaaahhhh!!!,0.1111111111111111
14832,b0d4c896f2,any one watching justin timberlake on SNL? He is greattttt! So hilarious,greattttt!,positive, greattttt! so hilarious,0.3333333333333333
14847,16b9cd0fad,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,Lovin  the clean shaven Mr Flowers!  He looks so young!!,positive, lovin,0.1
14855,a3eec5f146,Good morning to all- and welcome new followers!,ood morning to all- and welcome new,positive, good,0.0
14856,bffef1f686,Lying in bed with my most favorit girl in the world. happy mommys day to me.,Lying in bed with my most favorit girl in the world. happy mommys day to me.,positive, happy,0.06666666666666667
14865,09c78b9863," I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",is totally more efficient.,positive, efficient.,0.25
14886,6cfc00e377,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,better,positive, better bookstore than having fun,0.2
14889,54e5378799," haha, yeah i meant mall! -winks back-",-winks back-,positive," haha,",0.0
14891,d27e0ab61d,"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",& . Thanks for the lov,positive, thanks,0.16666666666666666
14905,c5162c4900, thank you for the re-tweet,thank you for the re-tweet,positive, thank,0.2
14908,37a4e0eee7, hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,..gotta love ikea,positive,gotta love,0.25
14921,bcb1b79e4f, Haha of course! That`s my favorite album of all time,favorite album of all time,positive, favorite,0.2
14936,b244cf82f7, Go girl!! Start your day out right...gotta love that!,love,positive,gotta love that!,0.3333333333333333
14938,0738c66256, Thanks for the well wishes and hope ur day is also quite successful,hope ur day is also quite successful,positive, thanks,0.0
14941,6a7a60b55f,Sitting outside with my laptop  Its kinda nice,Its kinda nice,positive, nice,0.3333333333333333
14953,537c2a7ee6,Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,wish everyond a Happy Mother`s Day. Hope it`s a great one!,positive, happy,0.1
14957,5dae78c746,Chilling at home,Chilling at home,positive, chilling,0.3333333333333333
14959,783ebadc5a," You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",nd I am sure you will be fine,positive, take care,0.0
14965,36c6258c2a,Happy Mothers Day,Happy Mothers Day,positive, happy,0.3333333333333333
14966,2f18006711," Happy Mothersday btw! Look at the bright side, you can chill all day today","Happy Mothersday btw! Look at the bright side, you can chill all day today",positive, happy,0.07142857142857142
14981,17b01c6aff,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only","I looove guitars, and playing them. I think they sound magnificent.",positive, magnificent.,0.1
14988,a4584edcda,"Monday mornin`, back to work today. Good thing I live my job.",Good thing I live my job.,positive, good,0.16666666666666666
14994,7bbe48fae4,mum`s day - ended up being happy  not that it`s my day or anything....,ended up being happy,positive, happy,0.25
14998,6b2cb720c4,With my baby drinking. God I love her,love,positive, god i love her,0.25
15000,fdad0d0181,_Nicole wow you are lucky  happy birthday!,wow you are lucky,positive, lucky,0.25
15009,c14c75e5ab,I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,willing,positive, wish,0.0
15010,00f02e92d6, Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,er grea,positive, thank you - if you like please leave a comment and subscribe! chicago another great musical. thanks,0.0
